0.5	13
0.444823	12
0.50452	13
0.37523	11
0.260638	10
0.260638	10
0.260638	11
0.260638	13
0.260638	13
0.0507002	5
0.0507002	6
0.0142411	3
0.0142411	6
0.0142411	10
0.0142411	8
0.0269602	4
0.0269602	9
0.0269602	9
0.0269602	10
0.0269602	10
0.0269602	7
0.0269602	6
0.0269602	5
0.0269602	11
0.0269602	7
0.0269602	7
0.0269602	8
0.0269602	4
0.0269602	9
0.0269602	7
0.0269602	9
0.0269602	11
0.0269602	3
0.0269602	9
0.0269602	6
0.0203341	4
0.0203341	6
0.0203341	6
0.0203341	7
0.0203341	4
0.0203341	9
0.0203341	8
0.0203341	2
0.0203341	5
0.0203341	6
0.0203341	9
0.0203341	4
0.0203341	6
0.0203341	7
0.0203341	5
0.0203341	7
0.0203341	9
0.0203341	8
0.0203341	9
0.0203341	6
0.0203341	2
0.0203341	3
0.0203341	6
0.0203341	7
0.0203341	6
0.0203341	8
0.0203341	4
0.0203341	6
0.0203341	9
0.0203341	4
0.0203341	4
0.0203341	7
0.0203341	8
0.0203341	8
0.0203341	6
0.0203341	6
0.0203341	4
0.0203341	4
0.0203341	7
0.0203341	4
0.0203341	9
0.0203341	6
0.0203341	8
0.0203341	5
0.0203341	7
0.0203341	6
0.0203341	8
0.0203341	5
0.0203341	5
0.0203341	5
0.0203341	4
0.0203341	6
0.0203341	4
0.0203341	5
0.0203341	5
0.0203341	6
0.0203341	4
0.0203341	5
0.0203341	5
0.0203341	7
0.0203341	5
0.0203341	5
0.0203341	2
0.0203341	3
0.0203341	3
0.0203341	3
0.0203341	9
0.0203341	3
0.0203341	5
0.0203341	7
0.0203341	6
0.0203341	5
0.0203341	3
0.0203341	5
0.0203341	3
0.0203341	6
0.0203341	5
0.0203341	7
0.0203341	6
0.0203341	6
0.0203341	5
0.0203341	7
0.0203341	3
0.0203341	6
0.0203341	3
0.0203341	5
0.0203341	6
0.0203341	4
0.0203341	5
0.0203341	6
0.0203341	5
0.0203341	7
0.0203341	5
0.0203341	7
0.0203341	4
0.0203341	4
0.0203341	5
0.0203341	3
0.0203341	4
0.0203341	6
0.0203341	5
0.0203341	4
0.0203341	6
0.0203341	8
0.0203341	5
0.0203341	4
0.0203341	6
0.0203341	6
0.0203341	7
0.0203341	6
0.0203341	3
0.0203341	5
0.0203341	6
0.0203341	5
0.0203341	4
0.0203341	5
0.0203341	4
0.0203341	8
0.0203341	5
0.0203341	4
0.0203341	4
0.0203341	7
0.0203341	5
0.0203341	5
0.0203341	5
0.0203341	7
0.0203341	4
0.0203341	4
0.0203341	6
0.0203341	6
0.0203341	5
0.0203341	4
0.0203341	3
0.0203341	6
0.0203341	3
0.0203341	2
0.0203341	5
0.0203341	4
0.0203341	7
0.0203341	6
0.0203341	4
0.0203341	5
0.0203341	2
0.0203341	5
0.0203341	2
