0.5	18
0.5	14
0.385149	16
0.385149	16
0.385149	15
0.385149	17
0.375828	15
0.375828	15
0.476656	17
0.476656	19
0.476656	17
0.476656	19
0.476656	19
0.443908	17
0.443908	14
0.483203	17
0.483203	18
0.483203	17
0.483203	16
0.483203	20
0.483203	16
0.553136	18
0.553136	18
0.419226	16
0.446812	17
0.426876	16
0.426876	17
0.267118	13
0.257595	13
0.429811	16
0.614072	19
0.614072	18
0.614072	21
0.614072	21
0.614072	21
0.614072	17
0.614072	21
0.614072	18
0.614072	20
0.614072	19
0.400278	16
0.400278	15
0.400278	15
0.43627	17
0.43627	16
0.43627	17
0.43627	17
0.43627	16
0.456517	17
0.456517	19
0.322684	14
0.432119	16
0.432119	15
0.432119	15
0.607519	19
0.607519	20
0.607519	20
0.607519	18
0.607519	18
0.607519	19
0.607519	20
0.607519	22
0.607519	21
0.607519	20
0.607519	17
0.601086	19
0.601086	20
0.601086	20
0.637093	20
0.637093	22
0.65056	20
0.65056	20
0.65056	20
0.65056	19
0.65056	23
0.65056	19
0.65056	20
0.65056	20
0.65056	21
0.65056	19
0.65056	17
0.65056	19
0.479985	17
0.479985	16
0.479985	18
0.373317	15
0.615311	19
0.506943	18
0.506943	19
0.57695	19
0.57695	23
0.524499	18
0.524499	20
0.502274	18
0.384474	16
0.384474	18
0.384474	16
0.384474	18
0.232616	13
0.232616	12
0.225488	12
0.0587698	7
0.0587698	10
0.0587698	13
0.0587698	13
0.0587698	12
0.0587698	14
0.0587698	10
0.0141649	4
0.0141649	3
0.0141649	8
0.0141649	8
0.0141649	9
0.0141649	14
0.0141649	11
0.0141649	12
0.0141649	12
0.0141649	11
0.0141649	8
0.0141649	11
0.0141649	6
0.0141649	11
0.0141649	8
0.0141649	3
0.0141649	14
0.0204853	5
0.0204853	15
0.0204853	8
0.0204853	10
0.0204853	10
0.0204853	10
0.0204853	12
0.0204853	9
0.0204853	4
0.0204853	7
0.0204853	3
0.0204853	5
0.0204853	9
0.0204853	11
0.0204853	6
0.0204853	11
0.0204853	8
0.0204853	9
0.0204853	7
0.0204853	14
0.0204853	11
0.0204853	8
0.0204853	9
0.0204853	11
0.0137078	4
0.0137078	11
0.0137078	13
0.0190579	5
0.0190579	9
0.0190579	7
0.0190579	13
0.0190579	6
0.0190579	11
0.0190579	6
0.0190579	10
0.0190579	4
0.0190579	8
0.0190579	10
0.0190579	4
0.0190579	7
0.0190579	9
0.0190579	10
0.0190579	5
0.0190579	7
0.0190579	9
0.0190579	9
0.0190579	9
0.0190579	13
0.0190579	7
0.0242963	5
0.0242963	8
0.0242963	8
0.0242963	6
0.0242963	5
0.0242963	9
0.0242963	2
0.0242963	7
0.0242963	9
0.0242963	7
0.0242963	4
0.0242963	8
0.0242963	2
0.0242963	12
0.0242963	5
0.0242963	13
0.0253407	5
0.0253407	8
0.0253407	11
0.0253407	7
0.0253407	7
0.0253407	11
0.0253407	12
0.0253407	4
0.0253407	10
0.0253407	9
0.0253407	8
0.0253407	12
0.0253407	9
0.0253407	11
0.0253407	11
0.0253407	11
0.0253407	8
0.0253407	4
0.0253407	7
0.0253407	8
0.0253407	6
0.0253407	8
0.0253407	3
0.0253407	7
0.0253407	9
0.0253407	5
0.0253407	10
0.0253407	7
0.0253407	3
0.0253407	4
0.0253407	9
0.0253407	7
0.0253407	7
0.0253407	9
0.0253407	9
0.0253407	10
0.0253407	10
0.0253407	10
0.0253407	2
0.0253407	6
0.0253407	9
0.0253407	7
0.0207367	5
0.0207367	6
0.0207367	7
0.0207367	7
0.0207367	7
0.0207367	8
0.0207367	7
0.0207367	6
0.0207367	8
0.0207367	9
0.0207367	4
0.0207367	12
0.0207367	10
0.0207367	6
0.0207367	7
0.0207367	8
0.0207367	9
0.0200113	5
0.0200113	8
0.0200113	8
0.0200113	4
0.0200113	9
0.0200113	6
0.0200113	3
0.0200113	11
0.0200113	10
0.0200113	6
0.0200113	7
0.0200113	4
0.0200113	7
0.0200113	6
0.0200113	10
0.0200113	6
0.0200113	6
0.0200113	9
0.0200113	6
0.0200113	9
0.0200113	9
0.0196806	5
0.0196806	11
0.0196806	9
0.0196806	8
0.0196806	4
0.0196806	5
0.0196806	4
0.0196806	9
0.0196806	9
0.0196806	8
0.0196806	8
0.0196806	2
0.0196806	5
0.0196806	4
0.0196806	4
0.0196806	10
0.0196806	4
0.0196806	11
0.0196806	9
0.0196806	5
0.0196806	4
0.0196806	9
0.0196806	7
0.0196806	3
0.0196806	8
0.0196806	5
0.0196806	5
0.0196806	8
0.0196806	8
0.0196806	8
0.0196806	5
0.0196806	7
0.0196806	6
0.0196806	7
0.0196806	6
0.0196806	4
0.0196806	5
0.0196806	9
0.0196806	9
0.0187945	5
0.0187945	7
0.0187945	4
0.0187945	10
0.0187945	8
0.0187945	6
0.0187945	3
0.0187945	4
0.0187945	7
0.0187945	5
0.0187945	7
0.0187945	10
0.0187945	8
0.0187945	9
0.0187945	5
0.0187945	8
0.0220668	5
0.0220668	5
0.0220668	6
0.0220668	3
0.0220668	10
